Division2,Extranjero,Altura,Peso,Edad,PiernaPreferida,Posicion,Valor,SueldoMensual,CalidadActual,CalidadPotencial
Argentina (Second Division),NO,187,91,22,Diestro,Defensor,1000000,10400,119,135
Argentina (Premier Division),NO,188,78,28,Diestro,Arquero,1500000,51000,120,135
Argentina (Second Division),NO,169,68,19,Diestro,Delantero,975000,11600,114,135
Argentina (Premier Division),NO,175,70,22,Zurdo,Delantero,2000000,17600,119,135
Argentina (Premier Division),SI,172,68,32,Diestro,Delantero,1500000,14000,125,135
Argentina (Metropolitan Zone),NO,172,63,17,Diestro,Mediocampista,210000,100,88,134
Argentina (Premier Division),NO,180,72,17,Diestro,Mediocampista,650000,100,103,134
Argentina (Metropolitan Zone),NO,162,55,18,Diestro,Defensor,475000,5600,97,134
Argentina (Metropolitan Zone),SI,183,72,17,Diestro,Defensor,10500,720,84,134
Argentina (Premier Division),NO,170,65,20,Zurdo,Delantero,900000,5200,111,134
Argentina (Premier Division),NO,169,66,19,Zurdo,Mediocampista,775000,100,104,134
Argentina (Second Division),NO,179,68,17,Diestro,Delantero,375000,4400,90,134
Argentina (Premier Division),NO,189,78,18,Diestro,Mediocampista,475000,100,94,134
Argentina (Premier Division),NO,177,71,19,Ambidiestro,Delantero,950000,10800,112,134
Argentina (Premier Division),NO,188,83,32,Diestro,Defensor,1200000,92000,132,134
Argentina (Premier Division),SI,185,83,24,Zurdo,Defensor,725000,33000,116,134
Argentina (Premier Division),NO,169,64,19,Diestro,Mediocampista,275000,100,95,134
Argentina (Premier Division),NO,185,76,37,Diestro,Arquero,140000,19600,122,134
Argentina (Second Division),NO,179,64,15,Diestro,Delantero,170000,20,86,134
Argentina (Premier Division),NO,180,68,21,Diestro,Defensor,500000,6000,98,134
Argentina (Premier Division),NO,192,80,18,Diestro,Arquero,375000,100,99,134
Argentina (Premier Division),NO,175,76,30,Diestro,Delantero,2700000,18000,127,134
Argentina (Premier Division),NO,193,87,32,Diestro,Defensor,1300000,19200,124,134
Argentina (Premier Division),NO,184,77,20,Zurdo,Arquero,650000,100,106,134
Argentina (Premier Division),SI,165,60,24,Zurdo,Defensor,235000,12800,100,134
Argentina (Premier Division),NO,178,75,22,Diestro,Mediocampista,700000,9600,119,134
Argentina (Premier Division),NO,174,72,18,Diestro,Delantero,245000,100,88,134
Argentina (Premier Division),NO,183,72,28,Diestro,Defensor,2100000,22000,130,134
Argentina (Premier Division),NO,164,60,20,Zurdo,Mediocampista,900000,10000,105,134
Argentina (Premier Division),NO,172,71,26,Diestro,Mediocampista,2400000,20000,127,134
Argentina (Premier Division),NO,168,65,23,Zurdo,Delantero,2400000,18400,127,134
Argentina (Premier Division),NO,182,76,24,Diestro,Mediocampista,1300000,15200,124,134
Argentina (Premier Division),NO,166,67,35,Zurdo,Delantero,240000,14400,118,134
Argentina (Premier Division),NO,179,73,32,Diestro,Mediocampista,900000,14800,124,134
Argentina (Metropolitan Zone),NO,183,80,21,Diestro,Mediocampista,275000,5600,102,134
Argentina (Premier Division),NO,169,56,17,Diestro,Mediocampista,175000,100,81,134
Argentina (Premier Division),NO,184,77,20,Diestro,Defensor,1300000,13600,115,134
Argentina (Premier Division),NO,190,87,34,Diestro,Arquero,1200000,21000,126,134
Argentina (Premier Division),NO,185,77,22,Diestro,Arquero,500000,7200,114,134
Argentina (Premier Division),NO,181,67,17,Diestro,Delantero,200000,100,87,134
Argentina (Premier Division),NO,172,66,20,Zurdo,Mediocampista,550000,4800,96,134
Argentina (Premier Division),SI,189,86,31,Diestro,Delantero,2100000,19600,126,134
Argentina (Premier Division),NO,181,71,17,Diestro,Defensor,300000,100,90,134
Argentina (Premier Division),NO,178,68,19,Diestro,Mediocampista,1000000,9200,105,134
Argentina (Premier Division),NO,173,68,25,Diestro,Mediocampista,2900000,51000,133,134
Argentina (Premier Division),SI,176,70,33,Diestro,Mediocampista,950000,14400,127,134
Argentina (Premier Division),NO,169,65,16,Diestro,Mediocampista,825000,8000,100,133
Argentina (Second Division),NO,185,85,26,Diestro,Mediocampista,1900000,11200,126,133
Argentina (Premier Division),NO,191,90,29,Diestro,Defensor,6500000,142000,128,133
Argentina (Premier Division),NO,181,65,16,Zurdo,Delantero,200000,100,85,133
Argentina (Second Division),SI,180,78,33,Diestro,Delantero,350000,12800,112,133
Argentina (Premier Division),NO,175,66,20,Zurdo,Defensor,825000,8000,108,133
Argentina (Premier Division),NO,178,76,16,Zurdo,Mediocampista,325000,3900,92,133
Argentina (Premier Division),NO,185,77,28,Diestro,Mediocampista,2500000,14800,125,133
Argentina (Premier Division),NO,179,66,20,Zurdo,Defensor,625000,100,96,133
Argentina (Premier Division),NO,177,64,18,Diestro,Delantero,250000,2600,96,133
Argentina (Premier Division),NO,180,76,21,Zurdo,Delantero,2500000,20000,125,133
Argentina (Premier Division),NO,178,74,31,Zurdo,Delantero,1400000,12800,124,133
Argentina (Premier Division),NO,178,74,27,Diestro,Defensor,2100000,20000,124,133
Argentina (Premier Division),NO,171,74,27,Diestro,Defensor,1100000,11200,122,133
Argentina (Premier Division),NO,187,86,30,Diestro,Defensor,1900000,18400,120,133
Argentina (Second Division),NO,172,67,27,Diestro,Delantero,825000,10000,112,133
Argentina (Premier Division),NO,174,70,24,Diestro,Delantero,2400000,19600,125,133
Argentina (Premier Division),NO,183,75,25,Zurdo,Mediocampista,1500000,18400,124,133
Argentina (Premier Division),NO,180,71,16,Diestro,Delantero,700000,100,97,133
Argentina (Premier Division),NO,187,93,17,Diestro,Defensor,160000,100,83,133
Argentina (Premier Division),NO,186,75,28,Diestro,Defensor,2500000,18800,126,133
Argentina (Premier Division),NO,175,71,23,Diestro,Mediocampista,1900000,12400,119,133
Argentina (Premier Division),NO,179,71,26,Diestro,Delantero,2100000,15200,126,133
Argentina (Premier Division),NO,181,70,16,Diestro,Delantero,375000,100,85,133
Argentina (Premier Division),NO,184,79,25,Diestro,Defensor,2300000,17200,132,133
Argentina (Premier Division),NO,172,67,18,Diestro,Delantero,750000,6400,101,133
Argentina (Premier Division),NO,190,87,37,Diestro,Arquero,130000,12000,123,133
Argentina (Premier Division),NO,179,74,20,Zurdo,Mediocampista,1000000,1600,118,133
Argentina (Premier Division),NO,179,75,33,Diestro,Mediocampista,675000,13200,121,133
Argentina (Metropolitan Zone),NO,182,75,38,Zurdo,Arquero,28500,7600,105,133
Argentina (Premier Division),NO,174,68,18,Diestro,Mediocampista,240000,100,93,133
Argentina (Premier Division),NO,171,60,17,Diestro,Mediocampista,275000,100,96,133
Argentina (Premier Division),NO,172,66,26,Diestro,Defensor,2400000,21000,127,133
Argentina (Premier Division),NO,179,74,19,Diestro,Defensor,210000,100,96,132
Argentina (Premier Division),NO,179,72,20,Diestro,Defensor,425000,4400,103,132
Argentina (Premier Division),NO,190,85,32,Diestro,Defensor,1300000,21000,132,132
Argentina (Premier Division),NO,185,85,32,Zurdo,Arquero,1500000,15200,119,132
Argentina (Second Division),NO,170,61,19,Diestro,Mediocampista,200000,20,89,132
Argentina (Premier Division),NO,183,72,16,Diestro,Delantero,170000,100,76,132
Argentina (Premier Division),SI,175,67,26,Diestro,Mediocampista,2800000,21000,128,132
Argentina (Premier Division),NO,178,74,23,Diestro,Mediocampista,1200000,13200,117,132
Argentina (Premier Division),NO,172,73,37,Diestro,Defensor,58000,6000,113,132
Argentina (Second Division),NO,183,81,34,Diestro,Defensor,95000,8000,107,132
Argentina (Second Division),NO,176,75,20,Diestro,Delantero,825000,8800,110,132
Argentina (Second Division),NO,180,78,31,Diestro,Delantero,80000,3700,108,132
Argentina (Interior Zone),SI,170,65,21,Diestro,Defensor,86000,5600,93,132
Argentina (Premier Division),NO,171,67,20,Diestro,Delantero,800000,5600,99,132
Argentina (Premier Division),NO,174,72,19,Diestro,Mediocampista,275000,2800,95,132
Argentina (Second Division),NO,181,80,36,Diestro,Defensor,67000,10400,114,132
Argentina (Second Division),NO,169,68,37,Diestro,Defensor,63000,9600,112,132
Argentina (Premier Division),NO,178,75,26,Zurdo,Mediocampista,2300000,18400,128,132
Argentina (Second Division),NO,174,63,28,Diestro,Mediocampista,700000,1500,116,132
Argentina (Premier Division),NO,185,79,18,Diestro,Delantero,725000,5200,102,132
Argentina (Second Division),NO,170,68,22,Diestro,Delantero,1600000,11200,116,132
Argentina (Premier Division),NO,171,68,21,Diestro,Mediocampista,1700000,16800,119,132
Argentina (Premier Division),NO,185,78,21,Zurdo,Arquero,550000,7200,102,132
Argentina (Premier Division),NO,189,88,23,Diestro,Arquero,750000,960,115,132
Argentina (Premier Division),NO,173,63,26,Diestro,Mediocampista,2600000,75000,127,132
Argentina (Premier Division),NO,178,63,16,Diestro,Defensor,300000,2900,79,132
Argentina (Premier Division),NO,180,82,34,Zurdo,Defensor,165000,13200,120,132
Argentina (Premier Division),NO,178,75,22,Diestro,Mediocampista,2000000,12800,123,132
Argentina (Second Division),NO,192,78,19,Diestro,Mediocampista,525000,7200,102,132
Argentina (Premier Division),NO,178,80,23,Diestro,Mediocampista,775000,11200,120,132
Argentina (Premier Division),NO,183,76,30,Diestro,Arquero,2300000,16400,129,132
Argentina (Premier Division),NO,178,67,31,Diestro,Mediocampista,1800000,18800,122,132
Argentina (Premier Division),NO,184,73,19,Diestro,Delantero,1000000,12000,110,132
Argentina (Premier Division),NO,185,82,29,Diestro,Mediocampista,1800000,18000,129,132
Argentina (Second Division),NO,187,84,19,Zurdo,Defensor,675000,9600,110,132
Argentina (Premier Division),NO,178,80,35,Ambidiestro,Defensor,105000,10000,115,132
Argentina (Premier Division),NO,177,68,28,Diestro,Mediocampista,2600000,15200,126,132
Argentina (Premier Division),NO,175,65,29,Zurdo,Mediocampista,2400000,13600,121,132
Argentina (Premier Division),NO,176,62,16,Diestro,Mediocampista,170000,100,81,132
Argentina (Premier Division),NO,184,73,17,Zurdo,Defensor,225000,100,80,131
Argentina (Second Division),SI,172,70,18,Diestro,Defensor,59000,2600,95,131
Argentina (Second Division),NO,185,83,20,Diestro,Defensor,450000,5200,105,131
Argentina (Premier Division),NO,175,70,26,Zurdo,Defensor,2200000,20000,126,131
Argentina (Premier Division),SI,168,64,22,Diestro,Mediocampista,1500000,13600,119,131
Argentina (Premier Division),NO,184,80,29,Zurdo,Arquero,1500000,17600,117,131
Argentina (Premier Division),SI,182,76,22,Diestro,Delantero,500000,14000,115,131
Argentina (Premier Division),SI,172,64,27,Diestro,Mediocampista,2800000,19200,129,131
Argentina (Premier Division),NO,195,81,21,Diestro,Arquero,500000,6000,95,131
Argentina (Premier Division),NO,183,77,22,Diestro,Arquero,575000,7600,106,131
Argentina (Premier Division),NO,179,75,27,Diestro,Delantero,2700000,21000,124,131
Argentina (Second Division),NO,169,68,21,Diestro,Mediocampista,1200000,10800,115,131
Argentina (Second Division),NO,185,74,36,Diestro,Mediocampista,120000,14800,116,131
Argentina (Second Division),NO,186,85,22,Diestro,Delantero,1500000,13600,115,131
Argentina (Premier Division),NO,177,64,16,Diestro,Delantero,375000,100,90,131
Argentina (Premier Division),NO,175,74,22,Diestro,Mediocampista,2200000,14400,120,131
Argentina (Premier Division),NO,185,79,18,Zurdo,Defensor,300000,2900,99,131
Argentina (Premier Division),NO,174,75,27,Diestro,Mediocampista,1400000,12000,114,131
Argentina (Premier Division),NO,173,67,29,Diestro,Defensor,2400000,15600,120,131
Argentina (Premier Division),NO,173,68,23,Diestro,Delantero,2100000,13200,121,131
Argentina (Premier Division),SI,168,62,27,Diestro,Delantero,1700000,11200,117,131
Argentina (Premier Division),NO,187,84,23,Diestro,Defensor,1700000,14000,123,131
Argentina (Interior Zone),NO,185,78,20,Diestro,Delantero,725000,100,97,131
Argentina (Premier Division),NO,165,65,32,Diestro,Delantero,1200000,16000,124,131
Argentina (Premier Division),NO,173,64,18,Diestro,Delantero,240000,100,89,131
Argentina (Premier Division),NO,186,90,32,Diestro,Delantero,1200000,13200,121,131
Argentina (Premier Division),NO,178,70,17,Diestro,Mediocampista,215000,2800,87,131
Argentina (Premier Division),NO,174,68,19,Zurdo,Mediocampista,975000,8000,108,131
Argentina (Premier Division),NO,183,76,21,Diestro,Defensor,245000,2700,95,131
Argentina (Premier Division),NO,172,76,28,Zurdo,Defensor,2600000,19200,128,131
Argentina (Premier Division),SI,180,70,25,Diestro,Mediocampista,1400000,10400,124,131
Argentina (Premier Division),SI,181,82,26,Diestro,Defensor,1900000,18400,121,131
Argentina (Second Division),NO,174,65,32,Diestro,Delantero,775000,16400,115,131
Argentina (Premier Division),SI,178,71,31,Diestro,Defensor,1200000,39000,128,131
Argentina (Premier Division),NO,175,68,18,Ambidiestro,Mediocampista,350000,100,88,131
Argentina (Premier Division),NO,188,80,23,Zurdo,Defensor,1200000,10400,122,131
Argentina (Premier Division),NO,178,68,19,Diestro,Mediocampista,190000,100,82,131
Argentina (Second Division),NO,190,84,21,Diestro,Defensor,325000,4000,98,130
Argentina (Second Division),NO,182,82,22,Diestro,Defensor,1000000,9200,111,130
Argentina (Premier Division),NO,178,70,19,Diestro,Delantero,550000,100,102,130
Argentina (Premier Division),NO,173,73,20,Diestro,Mediocampista,1900000,15600,120,130
Argentina (Second Division),NO,190,90,30,Zurdo,Arquero,475000,9600,120,130
Argentina (Premier Division),SI,190,92,35,Diestro,Arquero,525000,13200,120,130
Argentina (Interior Zone),NO,170,67,34,Diestro,Delantero,45500,10000,110,130
Argentina (Second Division),NO,168,65,21,Diestro,Mediocampista,675000,8800,111,130
Argentina (Second Division),NO,166,66,29,Diestro,Mediocampista,675000,7600,112,130
Argentina (Premier Division),NO,184,79,30,Diestro,Defensor,2000000,14400,122,130
Argentina (Interior Zone),NO,176,73,34,Diestro,Mediocampista,19750,3600,105,130
Argentina (Premier Division),NO,174,71,28,Diestro,Delantero,2500000,20000,125,130
Argentina (Premier Division),NO,191,84,31,Zurdo,Defensor,1800000,14800,126,130
Argentina (Second Division),NO,180,72,28,Zurdo,Mediocampista,1300000,12000,122,130
Argentina (Premier Division),NO,178,72,31,Diestro,Defensor,1300000,12800,122,130
Argentina (Premier Division),NO,174,70,19,Diestro,Mediocampista,1200000,15200,117,130
Argentina (Interior Zone),NO,179,72,26,Diestro,Delantero,425000,8000,115,130
Argentina (Second Division),NO,190,89,31,Diestro,Delantero,1000000,15600,114,130
Argentina (Second Division),NO,165,69,37,Diestro,Mediocampista,54000,8000,105,130
Argentina (Premier Division),NO,177,74,22,Diestro,Defensor,850000,8000,115,130
Argentina (Premier Division),NO,180,76,23,Zurdo,Defensor,2200000,14800,118,130
Argentina (Second Division),NO,181,79,22,Diestro,Defensor,800000,8400,103,130
Argentina (Premier Division),SI,187,85,36,Diestro,Arquero,140000,10800,115,130
Argentina (Premier Division),NO,191,83,27,Zurdo,Delantero,1600000,11600,118,130
Argentina (Premier Division),NO,190,82,33,Diestro,Arquero,550000,8000,114,130
Argentina (Second Division),SI,175,70,21,Diestro,Mediocampista,900000,1200,112,130
Argentina (Premier Division),NO,184,84,25,Zurdo,Defensor,2500000,22000,127,130
Argentina (Premier Division),NO,172,66,28,Diestro,Mediocampista,1200000,10000,115,130
Argentina (Premier Division),NO,176,73,21,Diestro,Defensor,825000,9600,115,130
Argentina (Premier Division),NO,181,74,21,Diestro,Defensor,750000,6800,105,130
Argentina (Second Division),NO,182,78,34,Diestro,Delantero,195000,11600,115,130
Argentina (Premier Division),SI,173,74,26,Diestro,Mediocampista,775000,8000,119,130
Argentina (Premier Division),NO,182,76,32,Diestro,Delantero,1600000,20000,126,130
Argentina (Premier Division),NO,181,80,37,Diestro,Defensor,165000,12800,119,130
Argentina (Premier Division),NO,172,68,21,Diestro,Mediocampista,800000,7200,105,130
Argentina (Second Division),NO,179,77,21,Diestro,Mediocampista,625000,7600,113,130
Argentina (Premier Division),NO,178,71,31,Diestro,Mediocampista,1200000,12400,121,130
Argentina (Premier Division),NO,186,77,24,Diestro,Delantero,2300000,40000,124,130
Argentina (Premier Division),NO,175,73,22,Diestro,Defensor,1300000,13200,118,130
Argentina (Second Division),NO,176,66,19,Zurdo,Defensor,160000,20,86,130
Argentina (Premier Division),NO,175,78,31,Diestro,Defensor,1000000,12400,117,130
Argentina (Premier Division),NO,178,72,29,Diestro,Delantero,2600000,20000,126,130
Argentina (Premier Division),NO,183,80,26,Diestro,Defensor,1900000,13200,121,130
Argentina (Premier Division),SI,174,80,27,Diestro,Mediocampista,475000,3700,116,130
Argentina (Premier Division),NO,177,73,22,Diestro,Defensor,2000000,14400,118,130
Argentina (Second Division),NO,178,72,34,Diestro,Defensor,140000,12000,118,130
Argentina (Second Division),NO,170,60,23,Zurdo,Defensor,1100000,10800,115,130
Argentina (Premier Division),NO,183,75,21,Diestro,Defensor,500000,4400,95,130
Argentina (Premier Division),NO,180,70,23,Diestro,Mediocampista,1600000,11600,120,130
Argentina (Premier Division),NO,191,75,19,Diestro,Arquero,525000,8000,102,130
Argentina (Premier Division),NO,171,67,27,Zurdo,Mediocampista,1200000,13600,117,130
Argentina (Interior Zone),NO,175,74,30,Diestro,Delantero,245000,5600,104,130
Argentina (Premier Division),SI,179,76,31,Diestro,Defensor,1200000,14000,122,130
Argentina (Premier Division),NO,190,90,33,Diestro,Arquero,775000,10000,113,130
Argentina (Second Division),NO,180,69,35,Diestro,Mediocampista,195000,16800,120,130
Argentina (Metropolitan Zone),NO,178,82,21,Diestro,Delantero,625000,6400,101,130
